player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
00-0021547,2018,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,45,333.0,2,1.0,1.0,356.0,126.0,19.0,4.63839070640941,2,14.265516137973766,1.3836443374830376,1.4001950498091353,3.055603041090951,0.0,47.3,75.3,15,0.09259259259259259,0.09697630073549442,0.061855670103092786,0.21646992947728444,0.08145792563600783,0.06666666666666667,0.09405940594059406,0.09051724137931035,0.07406229615133725,0.0784996738421396,0.6851851851851852,0.05148295524469787,LAC,TE,TE,85.0,ACT,Antonio Gates,Antonio,Gates,1980-06-18,76.0,255.0,Kent State,5362,82da09c2-e542-4f7d-87d9-24dfd8e014de,6663,3172,1609,,7884,322,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",SLOT_WR,19,DIV,A01,Antonio,GAT194627,28495,32004741-5419-4627-d7b9-c6962c8e21f2,2003.0,2003.0,,,38.0
00-0022127,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,63,83,529.0,4,1.0,1.0,546.0,162.0,27.0,19.241698911857018,1,19.91025385896278,2.3545168408906076,1.7885913924141652,4.783789236025827,0.0,76.9,139.9,16,0.1390284757118928,0.09727418492784608,0.08617021276595745,0.28636206151011606,0.10791513667890656,0.13333333333333333,0.11790393013100436,0.11969111969111969,0.12062423500611995,0.11299877600979193,0.8860971524288107,0.0838940260737116,DAL,TE,TE,82.0,ACT,Jason Witten,Christopher,Witten,1982-05-06,78.0,263.0,Tennessee,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,WittJa00,722,23,16.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgdcd0b8qhxmcssehvs1",TE,17,REG,A01,Jason,WIT559021,28103,32005749-5455-9021-9f23-668d83c1b782,2003.0,2003.0,DAL,69.0,37.0
00-0022127,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,17,69.0,2,0.0,0.0,91.0,20.0,8.0,2.4071779592057236,0,7.333333333333333,0.5612074926379758,0.384409805839928,1.1108981030449132,0.0,18.9,31.9,10,0.05029585798816568,0.03298296484233418,0.014803849000740192,0.10183015885611586,0.025246981339187707,0.09523809523809523,0.061068702290076333,0.06578947368421052,0.06024253828864147,0.039245204118969215,0.20414201183431951,0.03230314322747894,LV,TE,TE,82.0,ACT,Jason Witten,Christopher,Witten,1982-05-06,78.0,263.0,Tennessee,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,WittJa00,722,23,17.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bzcmldvnmjcftyagknmz",TE,17,REG,A01,Jason,WIT559021,28103,32005749-5455-9021-9f23-668d83c1b782,2003.0,2003.0,DAL,69.0,38.0
00-0022787,2018,REG,5,7,20.0,0,0.0,0.0,0.0,0,0,32.0,8.0,1.0,-2.4365082403528504,0,0.625,0.03395108609315561,1,0.0,0,1.0,0.0,0.0,-1.4048574350308627,0,1,1,-7.0,0,0.0,0.0,-7.0,0.0,0.0,-1.4103261010022834,0,0.0,0.022222222222222223,-0.019498607242339833,0.019684308263695452,0.0,0.09999999999999998,1.1,2,0.0136986301369863,-0.010736196319018405,0.0,0.011958988150264726,-0.012131715771230503,0.0,0.0,0.0,-0.006065857885615251,-0.009705372616984403,-0.0958904109589041,0.0054460837706703635,ATL,QB,QB,8.0,ACT,Matt Schaub,Matt,Schaub,1981-06-25,78.0,245.0,Virginia,5615,1f09583f-dcc1-43e8-a7fc-f063d2c96508,6849,3793,1811,SchaMa00,4633,178,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y0rn0hwjbisuvol6j4r0",,17,REG,A01,Matt,SCH085186,29043,32005343-4808-5186-46c6-b9a31e4f91f7,2004.0,2004.0,ATL,90.0,37.0
00-0022787,2019,REG,50,67,580.0,3,1.0,2.0,19.0,1,1,488.0,266.0,30.0,25.777006570070256,1,3.143371590656734,0.8790277279689576,3,-3.0,0,0.0,0.0,0.0,-3.3060206074733287,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.900000000000006,32.900000000000006,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06799206414813591,ATL,QB,QB,8.0,ACT,Matt Schaub,Matt,Schaub,1981-06-25,78.0,245.0,Virginia,5615,1f09583f-dcc1-43e8-a7fc-f063d2c96508,6849,3793,1811,SchaMa00,4633,178,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y0rn0hwjbisuvol6j4r0",,17,REG,A01,Matt,SCH085186,29043,32005343-4808-5186-46c6-b9a31e4f91f7,2004.0,2004.0,ATL,90.0,38.0
00-0022787,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,-4.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004739336492890996,ATL,QB,QB,8.0,ACT,Matt Schaub,Matt,Schaub,1981-06-25,78.0,245.0,Virginia,5615,1f09583f-dcc1-43e8-a7fc-f063d2c96508,6849,3793,1811,SchaMa00,4633,178,16.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz1ou270sshrsayhpgre",,17,REG,A01,Matt,SCH085186,29043,32005343-4808-5186-46c6-b9a31e4f91f7,2004.0,2004.0,ATL,90.0,39.0
00-0022803,2018,REG,380,576,4299.0,21,11.0,47.0,358.0,7,4,4229.0,2162.0,206.0,27.83334421025058,3,17.470958459985855,1.8205675942067037,15,20.0,1,0.0,0.0,5.0,6.784902483151338,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,239.96,239.96,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16529586002617622,NYG,QB,QB,10.0,ACT,Eli Manning,Elisha,Manning,1981-01-03,77.0,218.0,Mississippi,5526,6cb6226e-f08c-4192-95f1-69709ed686c6,6760,3763,1722,MannEl00,4932,188,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w51tf8uedjftbr4qpaex",QB,17,REG,A01,Eli,MAN473170,28953,32004d41-4e47-3170-d4e5-66f2cfc951d8,2004.0,2004.0,SD,1.0,37.0
00-0022803,2019,REG,91,147,1042.0,6,5.0,5.0,44.0,2,1,1199.0,417.0,47.0,-6.980309834191953,0,3.5115110256145674,0.15826113469359168,4,7.0,0,1.0,0.0,1.0,-0.7642815816798247,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.38,54.38,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14757123473541384,NYG,QB,QB,10.0,ACT,Eli Manning,Elisha,Manning,1981-01-03,77.0,218.0,Mississippi,5526,6cb6226e-f08c-4192-95f1-69709ed686c6,6760,3763,1722,MannEl00,4932,188,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w51tf8uedjftbr4qpaex",,17,REG,A01,Eli,MAN473170,28953,32004d41-4e47-3170-d4e5-66f2cfc951d8,2004.0,2004.0,SD,1.0,38.0
00-0022824,2019,REG,1,1,26.0,0,0.0,0.0,0.0,0,0,26.0,0.0,1.0,4.240687240380794,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009411764705882354,ARI,P,P,4.0,ACT,Andy Lee,Andy,Lee,1982-08-11,73.0,185.0,Pittsburgh,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qabkfqsdpyinyb19gqwn",,17,REG,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004.0,2004.0,SF,188.0,37.0
00-0022824,2020,REG,1,1,26.0,0,0.0,0.0,0.0,0,0,14.0,12.0,1.0,4.014011434279382,0,1.8571428571428572,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008075788165864265,ARI,P,P,4.0,ACT,Andy Lee,Andy,Lee,1982-08-11,73.0,185.0,Pittsburgh,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,16.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s9ropmjy2ycijbridlfm",,17,REG,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004.0,2004.0,SF,188.0,38.0
00-0022824,2021,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,1.0,0.0,0.0,-2.512074172787834,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,P,P,14.0,ACT,Andy Lee,Andy,Lee,1982-08-11,73.0,185.0,Pittsburgh,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,17.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tlzghdps4wmxukbapq6o",,19,WC,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004.0,2004.0,SF,188.0,39.0
00-0022824,2022,REG,1,1,4.0,0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,2.8644769557286054,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0023515579071134627,ARI,P,P,14.0,ACT,Andy Lee,Andy,Lee,1982-08-11,73.0,185.0,Pittsburgh,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,LeexAn20,3100,112,18.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",,18,REG,A01,Andy,LEE008195,29141,32004c45-4500-8195-3f84-7c9db88c8928,2004.0,2004.0,SF,188.0,40.0
00-0022921,2018,REG,1,1,32.0,1,0.0,0.0,0.0,0,0,28.0,4.0,1.0,3.088042840885464,0,1.1428571428571428,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,69,112,734.0,6,0.0,0.0,1033.0,205.0,39.0,0.6143362071169416,1,13.980574784417987,3.652458618010189,4.354660922045175,8.526950572446905,0.0,116.68,185.68,16,0.22626262626262628,0.2596129680824328,0.16308671439936356,0.5470843138598857,0.25450762829403606,0.4,0.2846715328467153,0.29605263157894735,0.32725381414701804,0.2836061026352289,1.4828282828282828,0.18928396672647202,ARI,WR,WR,11.0,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75.0,218.0,Pittsburgh,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qljpf6rufzvn9zplcrgb",SLOT_WR,17,REG,A01,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004.0,2004.0,ARI,3.0,35.0
00-0022921,2019,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,73,107,835.0,4,1.0,1.0,830.0,396.0,38.0,5.661356601384164,0,24.159582870270285,3.1974660756772044,3.232058237573144,7.058639879817007,0.0,105.5,178.5,16,0.19419237749546278,0.19870720612880058,0.2053941908713693,0.45025433114623464,0.21818656911418866,0.2,0.21839080459770116,0.21649484536082475,0.20909328455709433,0.21454925529135094,1.515426497277677,0.12999024162891973,ARI,WR,WR,11.0,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75.0,218.0,Pittsburgh,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qljpf6rufzvn9zplcrgb",SLOT_WR,17,REG,A01,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004.0,2004.0,ARI,3.0,36.0
00-0022921,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,54,72,409.0,1,0.0,0.0,432.0,185.0,25.0,-1.7713509171222093,0,13.063869093979747,2.073076236474471,1.515949347895749,4.170778898238731,0.0,46.9,100.9,13,0.15157894736842106,0.11389401529132613,0.1195862960568843,0.3184836332856925,0.11466218110456966,0.043478260869565216,0.1404494382022472,0.12935323383084577,0.07907022098706744,0.10042539705756878,0.8610526315789474,0.07590575349061146,ARI,WR,WR,11.0,INA,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75.0,218.0,Pittsburgh,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,16.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",,17,REG,A01,Larry,FIT437493,28955,32004649-5443-7493-c0df-1747b7d5c143,2004.0,2004.0,ARI,3.0,37.0
00-0022924,2018,REG,452,675,5129.0,34,16.0,24.0,166.0,7,2,5254.0,2802.0,248.0,142.84618901639533,4,17.546766993014014,2.58144635131704,31,98.0,3,0.0,0.0,13.0,11.136703057476552,0,1,1,-1.0,0,0.0,0.0,0.0,-1.0,0.0,-0.5752670721849427,0,0.0,0.022222222222222223,0.0,0.03333333333333333,0.0,340.86,341.86,16,0.001451378809869376,0.0,-0.0003544842254519674,0.0021770682148040637,-0.00019327406262079628,0.0,0.0,0.0,-9.663703131039814e-05,-0.00015461925009663702,-0.001451378809869376,0.19648707367259435,PIT,QB,QB,7.0,ACT,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77.0,240.0,"Miami, O.",5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,14.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myft4pwoxwrxbeh1exyy",QB,17,REG,A01,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004.0,2004.0,PIT,11.0,36.0
00-0022924,2019,REG,35,62,351.0,0,1.0,2.0,7.0,1,0,576.0,193.0,14.0,-13.165258370914653,0,1.2692240627724498,-0.09330683169975983,1,7.0,0,0.0,0.0,0.0,0.03243474895134568,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.74,12.74,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08778941565600881,PIT,QB,QB,7.0,RES,Ben Roethlisberger,Ben,Roethlisberger,1982-03-02,77.0,240.0,"Miami, O.",5536,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,3764,1732,RoetBe00,3807,138,15.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myft4pwoxwrxbeh1exyy",,17,REG,,Ben,ROE750381,28963,3200524f-4575-0381-afea-aa103cf4a1e3,2004.0,2004.0,PIT,,37.0
